Business_name,latitude,longitude,zipcode,category,lifeline_num,lifeline_name,Source
A Sacred Choice,29.807236,-95.461016,77092,funeralservices,3,Health and medical,Yelp
Forest Lawn Funeral Home,29.6258,-95.26056,77075,funeralservices,3,Health and medical,Yelp
Joseph J Earthman Generations,29.7645451,-95.4212842,77007,funeralservices,3,Health and medical,Yelp
Neptune Society,29.7366055,-95.4584644,77027,funeralservices,3,Health and medical,Yelp
Gulf Coast Regional Blood Center,29.69059,-95.4089,77054,blooddonation,3,Health and medical,Yelp
Gulf Coast Regional Blood Center,29.7357576733105,-95.5502663915405,77042,blooddonation,3,Health and medical,Yelp
Octapharma Plasma,29.6821017,-95.4397551,77025,blooddonation,3,Health and medical,Yelp
American Red Cross,29.73171,-95.42035,77098,blooddonation,3,Health and medical,Yelp
Gulf Coast Regional Blood Center- Westchase,29.735999,-95.551863,77042,blooddonation,3,Health and medical,Yelp
Biomat USA,29.871346,-95.403129,77076,blooddonation,3,Health and medical,Yelp
Biomat USA,29.8281151,-95.4310513,77018,blooddonation,3,Health and medical,Yelp
Gulf Coast Regional Blood Center,29.7357576733105,-95.5502663915405,77042,blooddonation,3,Health and medical,Yelp
Octapharma Plasma,29.6821017,-95.4397551,77025,blooddonation,3,Health and medical,Yelp
American Red Cross,29.73171,-95.42035,77098,blooddonation,3,Health and medical,Yelp
Gulf Coast Regional Blood Center- Westchase,29.735999,-95.551863,77042,blooddonation,3,Health and medical,Yelp
Biomat USA,29.871346,-95.403129,77076,blooddonation,3,Health and medical,Yelp
Biomat USA,29.8281151,-95.4310513,77018,blooddonation,3,Health and medical,Yelp
Octapharma Plasma,29.6821017,-95.4397551,77025,blooddonation,3,Health and medical,Yelp
American Red Cross,29.73171,-95.42035,77098,blooddonation,3,Health and medical,Yelp
Gulf Coast Regional Blood Center- Westchase,29.735999,-95.551863,77042,blooddonation,3,Health and medical,Yelp
Biomat USA,29.871346,-95.403129,77076,blooddonation,3,Health and medical,Yelp
Biomat USA,29.8281151,-95.4310513,77018,blooddonation,3,Health and medical,Yelp
American Red Cross,29.73171,-95.42035,77098,blooddonation,3,Health and medical,Yelp
Gulf Coast Regional Blood Center- Westchase,29.735999,-95.551863,77042,blooddonation,3,Health and medical,Yelp
Biomat USA,29.871346,-95.403129,77076,blooddonation,3,Health and medical,Yelp
Biomat USA,29.8281151,-95.4310513,77018,blooddonation,3,Health and medical,Yelp
LasikPlus,29.73246,-95.429451,77098,physicians,3,Health and medical,Yelp
Berkeley Eye Center,29.737106,-95.441869,77027,physicians,3,Health and medical,Yelp
Joffe MediCenter,29.722542,-95.4611395,77401,physicians,3,Health and medical,Yelp
Diagnostic Eye Center - Houston Office,29.73546,-95.433162,77027,physicians,3,Health and medical,Yelp
LaserAway,29.7391449,-95.4703035,77056,physicians,3,Health and medical,Yelp
"Hayley Nguyen, MD",29.7765001761894,-95.4130257116797,77007,physicians,3,Health and medical,Yelp
Hype Sports Medicine,29.73656,-95.43711,77027,physicians,3,Health and medical,Yelp
The Skin Renewal Center,29.73894,-95.39816,77006,physicians,3,Health and medical,Yelp
Vanguard Spine & Sport,29.7831523,-95.5071249,77024,physicians,3,Health and medical,Yelp
Crōm Rehabilitation,29.8134677,-95.3894807,77009,physicians,3,Health and medical,Yelp
"William Manuel, MD",29.763499,-95.46002,77056,physicians,3,Health and medical,Yelp
New Look Houston,29.751541,-95.451494,77027,physicians,3,Health and medical,Yelp
ACTIV Rehab and Wellness,29.73234,-95.43718,77046,physicians,3,Health and medical,Yelp
Ciaravino Total Beauty,29.73246,-95.42945,77098,physicians,3,Health and medical,Yelp
Berkeley Eye Center,29.755124,-95.363089,77010,physicians,3,Health and medical,Yelp
Mann Eye Institute,29.7287431,-95.3867101,77002,physicians,3,Health and medical,Yelp
Preferred Gynecology,29.804035,-95.405331,77008,physicians,3,Health and medical,Yelp
Removery,29.72576,-95.4307199,77005,physicians,3,Health and medical,Yelp
Airrosti,29.7695083,-95.4004588,77007,physicians,3,Health and medical,Yelp
The Center for Audiology,29.750675201416,-95.4493179321289,77027,physicians,3,Health and medical,Yelp
Berkeley Eye Center,29.737106,-95.441869,77027,physicians,3,Health and medical,Yelp
Joffe MediCenter,29.722542,-95.4611395,77401,physicians,3,Health and medical,Yelp
Diagnostic Eye Center - Houston Office,29.73546,-95.433162,77027,physicians,3,Health and medical,Yelp
LaserAway,29.7391449,-95.4703035,77056,physicians,3,Health and medical,Yelp
"Hayley Nguyen, MD",29.7765001761894,-95.4130257116797,77007,physicians,3,Health and medical,Yelp
Hype Sports Medicine,29.73656,-95.43711,77027,physicians,3,Health and medical,Yelp
The Skin Renewal Center,29.73894,-95.39816,77006,physicians,3,Health and medical,Yelp
Vanguard Spine & Sport,29.7831523,-95.5071249,77024,physicians,3,Health and medical,Yelp
Crōm Rehabilitation,29.8134677,-95.3894807,77009,physicians,3,Health and medical,Yelp
"William Manuel, MD",29.763499,-95.46002,77056,physicians,3,Health and medical,Yelp
New Look Houston,29.751541,-95.451494,77027,physicians,3,Health and medical,Yelp
ACTIV Rehab and Wellness,29.73234,-95.43718,77046,physicians,3,Health and medical,Yelp
Ciaravino Total Beauty,29.73246,-95.42945,77098,physicians,3,Health and medical,Yelp
Berkeley Eye Center,29.755124,-95.363089,77010,physicians,3,Health and medical,Yelp
Mann Eye Institute,29.7287431,-95.3867101,77002,physicians,3,Health and medical,Yelp
Preferred Gynecology,29.804035,-95.405331,77008,physicians,3,Health and medical,Yelp
Removery,29.72576,-95.4307199,77005,physicians,3,Health and medical,Yelp
Airrosti,29.7695083,-95.4004588,77007,physicians,3,Health and medical,Yelp
The Center for Audiology,29.750675201416,-95.4493179321289,77027,physicians,3,Health and medical,Yelp
SBA Dermatology,29.7465,-95.47382,77056,physicians,3,Health and medical,Yelp
Joffe MediCenter,29.722542,-95.4611395,77401,physicians,3,Health and medical,Yelp
Diagnostic Eye Center - Houston Office,29.73546,-95.433162,77027,physicians,3,Health and medical,Yelp
LaserAway,29.7391449,-95.4703035,77056,physicians,3,Health and medical,Yelp
"Hayley Nguyen, MD",29.7765001761894,-95.4130257116797,77007,physicians,3,Health and medical,Yelp
Hype Sports Medicine,29.73656,-95.43711,77027,physicians,3,Health and medical,Yelp
The Skin Renewal Center,29.73894,-95.39816,77006,physicians,3,Health and medical,Yelp
Vanguard Spine & Sport,29.7831523,-95.5071249,77024,physicians,3,Health and medical,Yelp
Crōm Rehabilitation,29.8134677,-95.3894807,77009,physicians,3,Health and medical,Yelp
"William Manuel, MD",29.763499,-95.46002,77056,physicians,3,Health and medical,Yelp
New Look Houston,29.751541,-95.451494,77027,physicians,3,Health and medical,Yelp
ACTIV Rehab and Wellness,29.73234,-95.43718,77046,physicians,3,Health and medical,Yelp
Ciaravino Total Beauty,29.73246,-95.42945,77098,physicians,3,Health and medical,Yelp
Berkeley Eye Center,29.755124,-95.363089,77010,physicians,3,Health and medical,Yelp
Mann Eye Institute,29.7287431,-95.3867101,77002,physicians,3,Health and medical,Yelp
Preferred Gynecology,29.804035,-95.405331,77008,physicians,3,Health and medical,Yelp
Removery,29.72576,-95.4307199,77005,physicians,3,Health and medical,Yelp
Airrosti,29.7695083,-95.4004588,77007,physicians,3,Health and medical,Yelp
The Center for Audiology,29.750675201416,-95.4493179321289,77027,physicians,3,Health and medical,Yelp
SBA Dermatology,29.7465,-95.47382,77056,physicians,3,Health and medical,Yelp
Action Physical Therapy,29.774697,-95.558214,77024,physicians,3,Health and medical,Yelp
Diagnostic Eye Center - Houston Office,29.73546,-95.433162,77027,physicians,3,Health and medical,Yelp
LaserAway,29.7391449,-95.4703035,77056,physicians,3,Health and medical,Yelp
"Hayley Nguyen, MD",29.7765001761894,-95.4130257116797,77007,physicians,3,Health and medical,Yelp
Hype Sports Medicine,29.73656,-95.43711,77027,physicians,3,Health and medical,Yelp
The Skin Renewal Center,29.73894,-95.39816,77006,physicians,3,Health and medical,Yelp
Vanguard Spine & Sport,29.7831523,-95.5071249,77024,physicians,3,Health and medical,Yelp
Crōm Rehabilitation,29.8134677,-95.3894807,77009,physicians,3,Health and medical,Yelp
"William Manuel, MD",29.763499,-95.46002,77056,physicians,3,Health and medical,Yelp
New Look Houston,29.751541,-95.451494,77027,physicians,3,Health and medical,Yelp
ACTIV Rehab and Wellness,29.73234,-95.43718,77046,physicians,3,Health and medical,Yelp
Ciaravino Total Beauty,29.73246,-95.42945,77098,physicians,3,Health and medical,Yelp
Berkeley Eye Center,29.755124,-95.363089,77010,physicians,3,Health and medical,Yelp
Mann Eye Institute,29.7287431,-95.3867101,77002,physicians,3,Health and medical,Yelp
Preferred Gynecology,29.804035,-95.405331,77008,physicians,3,Health and medical,Yelp
Removery,29.72576,-95.4307199,77005,physicians,3,Health and medical,Yelp
Airrosti,29.7695083,-95.4004588,77007,physicians,3,Health and medical,Yelp
The Center for Audiology,29.750675201416,-95.4493179321289,77027,physicians,3,Health and medical,Yelp
SBA Dermatology,29.7465,-95.47382,77056,physicians,3,Health and medical,Yelp
Action Physical Therapy,29.774697,-95.558214,77024,physicians,3,Health and medical,Yelp
Advanced Asthma & Allergy Center,29.70435,-95.44079,77025,physicians,3,Health and medical,Yelp
SignatureCare Emergency Center: Emergency Room,29.744167,-95.390925,77006,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - The Heights,29.8011330516833,-95.4254570603371,77008,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center: Emergency Room,29.78516,-95.48313,77055,emergencyrooms,3,Health and medical,Yelp
Elite Care 24 Hour Emergency Center,29.71787,-95.41747,77005,emergencyrooms,3,Health and medical,Yelp
enTrust Urgent Care,29.785554,-95.537788,77055,emergencyrooms,3,Health and medical,Yelp
Memorial Heights Emergency Center,29.770388,-95.401565,77007,emergencyrooms,3,Health and medical,Yelp
Sacred Heart Emergency Center,29.786064,-95.536764,77055,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,77081,emergencyrooms,3,Health and medical,Yelp
enTrust Immediate Care,29.761001685305384,-95.41738513558224,77007,emergencyrooms,3,Health and medical,Yelp
Bellaire ER,29.705921006085,-95.4730423444665,77401,emergencyrooms,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,77030,emergencyrooms,3,Health and medical,Yelp
River Oaks Emergency Room - A Village Emergency Center,29.745195,-95.411023,77019,emergencyrooms,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,77030,emergencyrooms,3,Health and medical,Yelp
The Heights Emergency Room,29.81362419999939,-95.39839704110432,77018,emergencyrooms,3,Health and medical,Yelp
"Life Savers Emergency Room in Houston, TX",29.821631,-95.410395,77018,emergencyrooms,3,Health and medical,Yelp
Baylor St. Luke's Emergency Center-Holcombe,29.70533,-95.4213,77025,emergencyrooms,3,Health and medical,Yelp
HOUSTON METHODIST EMERGENCY CARE CENTER AT VOSS,29.75002,-95.4997809,77057,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Convenient Care Center in Greater Heights,29.7722776055605,-95.3910864922698,77007,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Southwest Hospital Emergency Center,29.6917236,-95.5206181,77074,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Memorial City Medical Center Emergency Center,29.78136,-95.54552,77024,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - The Heights,29.8011330516833,-95.4254570603371,77008,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center: Emergency Room,29.78516,-95.48313,77055,emergencyrooms,3,Health and medical,Yelp
Elite Care 24 Hour Emergency Center,29.71787,-95.41747,77005,emergencyrooms,3,Health and medical,Yelp
enTrust Urgent Care,29.785554,-95.537788,77055,emergencyrooms,3,Health and medical,Yelp
Memorial Heights Emergency Center,29.770388,-95.401565,77007,emergencyrooms,3,Health and medical,Yelp
Sacred Heart Emergency Center,29.786064,-95.536764,77055,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,77081,emergencyrooms,3,Health and medical,Yelp
enTrust Immediate Care,29.761001685305384,-95.41738513558224,77007,emergencyrooms,3,Health and medical,Yelp
Bellaire ER,29.705921006085,-95.4730423444665,77401,emergencyrooms,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,77030,emergencyrooms,3,Health and medical,Yelp
River Oaks Emergency Room - A Village Emergency Center,29.745195,-95.411023,77019,emergencyrooms,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,77030,emergencyrooms,3,Health and medical,Yelp
The Heights Emergency Room,29.81362419999939,-95.39839704110432,77018,emergencyrooms,3,Health and medical,Yelp
"Life Savers Emergency Room in Houston, TX",29.821631,-95.410395,77018,emergencyrooms,3,Health and medical,Yelp
Baylor St. Luke's Emergency Center-Holcombe,29.70533,-95.4213,77025,emergencyrooms,3,Health and medical,Yelp
HOUSTON METHODIST EMERGENCY CARE CENTER AT VOSS,29.75002,-95.4997809,77057,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Convenient Care Center in Greater Heights,29.7722776055605,-95.3910864922698,77007,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Southwest Hospital Emergency Center,29.6917236,-95.5206181,77074,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Memorial City Medical Center Emergency Center,29.78136,-95.54552,77024,emergencyrooms,3,Health and medical,Yelp
Houston Methodist Emergency Care Center at Kirby,29.72971,-95.42011,77098,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center: Emergency Room,29.78516,-95.48313,77055,emergencyrooms,3,Health and medical,Yelp
Elite Care 24 Hour Emergency Center,29.71787,-95.41747,77005,emergencyrooms,3,Health and medical,Yelp
enTrust Urgent Care,29.785554,-95.537788,77055,emergencyrooms,3,Health and medical,Yelp
Memorial Heights Emergency Center,29.770388,-95.401565,77007,emergencyrooms,3,Health and medical,Yelp
Sacred Heart Emergency Center,29.786064,-95.536764,77055,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,77081,emergencyrooms,3,Health and medical,Yelp
enTrust Immediate Care,29.761001685305384,-95.41738513558224,77007,emergencyrooms,3,Health and medical,Yelp
Bellaire ER,29.705921006085,-95.4730423444665,77401,emergencyrooms,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,77030,emergencyrooms,3,Health and medical,Yelp
River Oaks Emergency Room - A Village Emergency Center,29.745195,-95.411023,77019,emergencyrooms,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,77030,emergencyrooms,3,Health and medical,Yelp
The Heights Emergency Room,29.81362419999939,-95.39839704110432,77018,emergencyrooms,3,Health and medical,Yelp
"Life Savers Emergency Room in Houston, TX",29.821631,-95.410395,77018,emergencyrooms,3,Health and medical,Yelp
Baylor St. Luke's Emergency Center-Holcombe,29.70533,-95.4213,77025,emergencyrooms,3,Health and medical,Yelp
HOUSTON METHODIST EMERGENCY CARE CENTER AT VOSS,29.75002,-95.4997809,77057,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Convenient Care Center in Greater Heights,29.7722776055605,-95.3910864922698,77007,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Southwest Hospital Emergency Center,29.6917236,-95.5206181,77074,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Memorial City Medical Center Emergency Center,29.78136,-95.54552,77024,emergencyrooms,3,Health and medical,Yelp
Houston Methodist Emergency Care Center at Kirby,29.72971,-95.42011,77098,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital Emergency Center,29.8115,-95.43037,77008,emergencyrooms,3,Health and medical,Yelp
Elite Care 24 Hour Emergency Center,29.71787,-95.41747,77005,emergencyrooms,3,Health and medical,Yelp
enTrust Urgent Care,29.785554,-95.537788,77055,emergencyrooms,3,Health and medical,Yelp
Memorial Heights Emergency Center,29.770388,-95.401565,77007,emergencyrooms,3,Health and medical,Yelp
Sacred Heart Emergency Center,29.786064,-95.536764,77055,emergencyrooms,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,77081,emergencyrooms,3,Health and medical,Yelp
enTrust Immediate Care,29.761001685305384,-95.41738513558224,77007,emergencyrooms,3,Health and medical,Yelp
Bellaire ER,29.705921006085,-95.4730423444665,77401,emergencyrooms,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,77030,emergencyrooms,3,Health and medical,Yelp
River Oaks Emergency Room - A Village Emergency Center,29.745195,-95.411023,77019,emergencyrooms,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,77030,emergencyrooms,3,Health and medical,Yelp
The Heights Emergency Room,29.81362419999939,-95.39839704110432,77018,emergencyrooms,3,Health and medical,Yelp
"Life Savers Emergency Room in Houston, TX",29.821631,-95.410395,77018,emergencyrooms,3,Health and medical,Yelp
Baylor St. Luke's Emergency Center-Holcombe,29.70533,-95.4213,77025,emergencyrooms,3,Health and medical,Yelp
HOUSTON METHODIST EMERGENCY CARE CENTER AT VOSS,29.75002,-95.4997809,77057,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Convenient Care Center in Greater Heights,29.7722776055605,-95.3910864922698,77007,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Southwest Hospital Emergency Center,29.6917236,-95.5206181,77074,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Memorial City Medical Center Emergency Center,29.78136,-95.54552,77024,emergencyrooms,3,Health and medical,Yelp
Houston Methodist Emergency Care Center at Kirby,29.72971,-95.42011,77098,emergencyrooms,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital Emergency Center,29.8115,-95.43037,77008,emergencyrooms,3,Health and medical,Yelp
Houston Methodist Hospital,29.710426,-95.399262,77030,hospitals,3,Health and medical,Yelp
Texas Children's Hospital - Main Campus,29.707751,-95.401635,77030,hospitals,3,Health and medical,Yelp
The Woman's Hospital Of Texas,29.693388,-95.402703,77054,hospitals,3,Health and medical,Yelp
Texas Children's Pavilion for Women,29.7085371498063,-95.4025000333786,77030,hospitals,3,Health and medical,Yelp
Methodist Outpatient Center,29.711932,-95.399412,77030,hospitals,3,Health and medical,Yelp
Memorial Hermann Memorial City Medical Center,29.781514,-95.546483,77024,hospitals,3,Health and medical,Yelp
Children's Memorial Hermann Hospital,29.713752,-95.396309,77030,hospitals,3,Health and medical,Yelp
Ben Taub General Hospital,29.7110546,-95.394557,77030,hospitals,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,77030,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care - Memorial,29.772694,-95.558666,77024,hospitals,3,Health and medical,Yelp
Park Plaza Hospital,29.7227191925049,-95.3875427246094,77004,hospitals,3,Health and medical,Yelp
TIRR Memorial Hermann,29.7093,-95.39419,77030,hospitals,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,77002,hospitals,3,Health and medical,Yelp
Memorial Hermann Southwest Hospital,29.692872,-95.521961,77074,hospitals,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital,29.8115,-95.43037,77008,hospitals,3,Health and medical,Yelp
West Houston Surgicare,29.78278,-95.51328,77024,hospitals,3,Health and medical,Yelp
Texas Children's Heart Center,29.70765,-95.40121,77030,hospitals,3,Health and medical,Yelp
Memorial Hermann Orthopedic & Spine Hospital,29.723669,-95.46057,77401,hospitals,3,Health and medical,Yelp
Hermann Drive Surgical Hospital,29.718342,-95.382684,77004,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care Heights,29.8065,-95.39896,77008,hospitals,3,Health and medical,Yelp
Texas Children's Hospital - Main Campus,29.707751,-95.401635,77030,hospitals,3,Health and medical,Yelp
The Woman's Hospital Of Texas,29.693388,-95.402703,77054,hospitals,3,Health and medical,Yelp
Texas Children's Pavilion for Women,29.7085371498063,-95.4025000333786,77030,hospitals,3,Health and medical,Yelp
Methodist Outpatient Center,29.711932,-95.399412,77030,hospitals,3,Health and medical,Yelp
Memorial Hermann Memorial City Medical Center,29.781514,-95.546483,77024,hospitals,3,Health and medical,Yelp
Children's Memorial Hermann Hospital,29.713752,-95.396309,77030,hospitals,3,Health and medical,Yelp
Ben Taub General Hospital,29.7110546,-95.394557,77030,hospitals,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,77030,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care - Memorial,29.772694,-95.558666,77024,hospitals,3,Health and medical,Yelp
Park Plaza Hospital,29.7227191925049,-95.3875427246094,77004,hospitals,3,Health and medical,Yelp
TIRR Memorial Hermann,29.7093,-95.39419,77030,hospitals,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,77002,hospitals,3,Health and medical,Yelp
Memorial Hermann Southwest Hospital,29.692872,-95.521961,77074,hospitals,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital,29.8115,-95.43037,77008,hospitals,3,Health and medical,Yelp
West Houston Surgicare,29.78278,-95.51328,77024,hospitals,3,Health and medical,Yelp
Texas Children's Heart Center,29.70765,-95.40121,77030,hospitals,3,Health and medical,Yelp
Memorial Hermann Orthopedic & Spine Hospital,29.723669,-95.46057,77401,hospitals,3,Health and medical,Yelp
Hermann Drive Surgical Hospital,29.718342,-95.382684,77004,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care Heights,29.8065,-95.39896,77008,hospitals,3,Health and medical,Yelp
MD Anderson Proton Therapy Center,29.69528,-95.39846,77054,hospitals,3,Health and medical,Yelp
The Woman's Hospital Of Texas,29.693388,-95.402703,77054,hospitals,3,Health and medical,Yelp
Texas Children's Pavilion for Women,29.7085371498063,-95.4025000333786,77030,hospitals,3,Health and medical,Yelp
Methodist Outpatient Center,29.711932,-95.399412,77030,hospitals,3,Health and medical,Yelp
Memorial Hermann Memorial City Medical Center,29.781514,-95.546483,77024,hospitals,3,Health and medical,Yelp
Children's Memorial Hermann Hospital,29.713752,-95.396309,77030,hospitals,3,Health and medical,Yelp
Ben Taub General Hospital,29.7110546,-95.394557,77030,hospitals,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,77030,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care - Memorial,29.772694,-95.558666,77024,hospitals,3,Health and medical,Yelp
Park Plaza Hospital,29.7227191925049,-95.3875427246094,77004,hospitals,3,Health and medical,Yelp
TIRR Memorial Hermann,29.7093,-95.39419,77030,hospitals,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,77002,hospitals,3,Health and medical,Yelp
Memorial Hermann Southwest Hospital,29.692872,-95.521961,77074,hospitals,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital,29.8115,-95.43037,77008,hospitals,3,Health and medical,Yelp
West Houston Surgicare,29.78278,-95.51328,77024,hospitals,3,Health and medical,Yelp
Texas Children's Heart Center,29.70765,-95.40121,77030,hospitals,3,Health and medical,Yelp
Memorial Hermann Orthopedic & Spine Hospital,29.723669,-95.46057,77401,hospitals,3,Health and medical,Yelp
Hermann Drive Surgical Hospital,29.718342,-95.382684,77004,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care Heights,29.8065,-95.39896,77008,hospitals,3,Health and medical,Yelp
MD Anderson Proton Therapy Center,29.69528,-95.39846,77054,hospitals,3,Health and medical,Yelp
Memorial Hermann,29.73467,-95.42249,77098,hospitals,3,Health and medical,Yelp
Texas Children's Pavilion for Women,29.7085371498063,-95.4025000333786,77030,hospitals,3,Health and medical,Yelp
Methodist Outpatient Center,29.711932,-95.399412,77030,hospitals,3,Health and medical,Yelp
Memorial Hermann Memorial City Medical Center,29.781514,-95.546483,77024,hospitals,3,Health and medical,Yelp
Children's Memorial Hermann Hospital,29.713752,-95.396309,77030,hospitals,3,Health and medical,Yelp
Ben Taub General Hospital,29.7110546,-95.394557,77030,hospitals,3,Health and medical,Yelp
CHI St. Luke's Health Baylor St Luke's Medical Center,29.70785,-95.40053,77030,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care - Memorial,29.772694,-95.558666,77024,hospitals,3,Health and medical,Yelp
Park Plaza Hospital,29.7227191925049,-95.3875427246094,77004,hospitals,3,Health and medical,Yelp
TIRR Memorial Hermann,29.7093,-95.39419,77030,hospitals,3,Health and medical,Yelp
St Joseph Medical Center,29.74802,-95.36608,77002,hospitals,3,Health and medical,Yelp
Memorial Hermann Southwest Hospital,29.692872,-95.521961,77074,hospitals,3,Health and medical,Yelp
Memorial Hermann Greater Heights Hospital,29.8115,-95.43037,77008,hospitals,3,Health and medical,Yelp
West Houston Surgicare,29.78278,-95.51328,77024,hospitals,3,Health and medical,Yelp
Texas Children's Heart Center,29.70765,-95.40121,77030,hospitals,3,Health and medical,Yelp
Memorial Hermann Orthopedic & Spine Hospital,29.723669,-95.46057,77401,hospitals,3,Health and medical,Yelp
Hermann Drive Surgical Hospital,29.718342,-95.382684,77004,hospitals,3,Health and medical,Yelp
Texas Children's Urgent Care Heights,29.8065,-95.39896,77008,hospitals,3,Health and medical,Yelp
MD Anderson Proton Therapy Center,29.69528,-95.39846,77054,hospitals,3,Health and medical,Yelp
Memorial Hermann,29.73467,-95.42249,77098,hospitals,3,Health and medical,Yelp
Texas Children's West Tower,29.7078576,-95.4017694,77030,hospitals,3,Health and medical,Yelp
SignatureCare Emergency Center: Emergency Room,29.744167,-95.390925,77006,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - The Heights,29.8011330516833,-95.4254570603371,77008,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center: Emergency Room,29.78516,-95.48313,77055,medcenters,3,Health and medical,Yelp
Next Level Urgent Care-Meyerland,29.6892522,-95.4647824,77096,medcenters,3,Health and medical,Yelp
enTrust Urgent Care,29.785554,-95.537788,77055,medcenters,3,Health and medical,Yelp
Advanced Asthma & Allergy Center,29.70435,-95.44079,77025,medcenters,3,Health and medical,Yelp
AFC Urgent Care Washington Heights,29.7709275,-95.3986192,77007,medcenters,3,Health and medical,Yelp
MD Anderson Cancer Center,29.70760667,-95.39682833,77030,medcenters,3,Health and medical,Yelp
Texas Medical Center,29.710430400743,-95.3976281806607,77030,medcenters,3,Health and medical,Yelp
Next Level Urgent Care-Tanglewood,29.7498551,-95.4781942,77057,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - Bellaire,29.722885,-95.4679746,77081,medcenters,3,Health and medical,Yelp
Pasha Snoring & Sinus Center,29.7354643292736,-95.4169464111328,77098,medcenters,3,Health and medical,Yelp
enTrust Immediate Care,29.761001685305384,-95.41738513558224,77007,medcenters,3,Health and medical,Yelp
Houston Medical Imaging,29.78535,-95.51653,77055,medcenters,3,Health and medical,Yelp
AFC Urgent Care,29.7221824600615,-95.4421766431511,77005,medcenters,3,Health and medical,Yelp
Houston Medical Imaging,29.734493,-95.426872,77098,medcenters,3,Health and medical,Yelp
Texas Orthopedic Hospital,29.700348,-95.408866,77030,medcenters,3,Health and medical,Yelp
Urgent Doc,29.737096,-95.537434,77063,medcenters,3,Health and medical,Yelp
Michael E Debakey VA Medical Center,29.70552,-95.38844,77030,medcenters,3,Health and medical,Yelp
Ascent Emergency Medical Center,29.70546,-95.38536,77030,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center - The Heights,29.8011330516833,-95.4254570603371,77008,medcenters,3,Health and medical,Yelp
SignatureCare Emergency Center: Emergency Room,29.78516,-95.48313,77055,medcenters,3,Health and medical,Yelp
Next Level Urgent Care-Meyerland,29.6892522,-95.4647824,77096,medcenters,3,Health and medical,Yelp
