Business_name,latitude,longitude,category,lifeline_num,lifeline_name,Source
"Miniature Schnauzer Rescue of Houston, Inc.",29.7601927,-95.3693896,animalshelters,2,"Food, water, sheltering",Yelp
Dachshund Rescue of Houston,29.763056,-95.363056,animalshelters,2,"Food, water, sheltering",Yelp
Save a Cat Rescue Adopt For Life,29.7383149,-95.4118115,animalshelters,2,"Food, water, sheltering",Yelp
BARC,29.79221,-95.34462,animalshelters,2,"Food, water, sheltering",Yelp
Statewide Animal Control,29.75246,-95.36977,animalshelters,2,"Food, water, sheltering",Yelp
BARC Animal Shelter and Adoptions,29.791499,-95.343781,animalshelters,2,"Food, water, sheltering",Yelp
Houston SPCA,29.7813715,-95.441616,animalshelters,2,"Food, water, sheltering",Yelp
Shaggy Dog Rescue,29.74146,-95.38976,animalshelters,2,"Food, water, sheltering",Yelp
Pup Squad Animal Rescue,29.75712,-95.36442,animalshelters,2,"Food, water, sheltering",Yelp
Houston Pets Alive Thrift,29.7225,-95.418,animalshelters,2,"Food, water, sheltering",Yelp
Scout's Honor Rescue,29.75516,-95.39842,animalshelters,2,"Food, water, sheltering",Yelp
"Miniature Schnauzer Rescue of Houston, Inc.",29.7601927,-95.3693896,animalshelters,2,"Food, water, sheltering",Yelp
Dachshund Rescue of Houston,29.763056,-95.363056,animalshelters,2,"Food, water, sheltering",Yelp
Save a Cat Rescue Adopt For Life,29.7383149,-95.4118115,animalshelters,2,"Food, water, sheltering",Yelp
BARC,29.79221,-95.34462,animalshelters,2,"Food, water, sheltering",Yelp
Statewide Animal Control,29.75246,-95.36977,animalshelters,2,"Food, water, sheltering",Yelp
Houston SPCA,29.7813715,-95.441616,animalshelters,2,"Food, water, sheltering",Yelp
Shaggy Dog Rescue,29.74146,-95.38976,animalshelters,2,"Food, water, sheltering",Yelp
Pup Squad Animal Rescue,29.75712,-95.36442,animalshelters,2,"Food, water, sheltering",Yelp
Houston Pets Alive Thrift,29.7225,-95.418,animalshelters,2,"Food, water, sheltering",Yelp
Scout's Honor Rescue,29.75516,-95.39842,animalshelters,2,"Food, water, sheltering",Yelp
"Miniature Schnauzer Rescue of Houston, Inc.",29.7601927,-95.3693896,animalshelters,2,"Food, water, sheltering",Yelp
Dachshund Rescue of Houston,29.763056,-95.363056,animalshelters,2,"Food, water, sheltering",Yelp
Save a Cat Rescue Adopt For Life,29.7383149,-95.4118115,animalshelters,2,"Food, water, sheltering",Yelp
BARC,29.79221,-95.34462,animalshelters,2,"Food, water, sheltering",Yelp
Statewide Animal Control,29.75246,-95.36977,animalshelters,2,"Food, water, sheltering",Yelp
Wedgeworth Plumbing,29.798135,-95.512073,waterpurification,2,"Food, water, sheltering",Yelp
Dupure,29.93066267,-95.54876172,waterpurification,2,"Food, water, sheltering",Yelp
Aqua Systems of Houston,29.7604267,-95.3698028,waterpurification,2,"Food, water, sheltering",Yelp
Culligan,29.844051,-95.513334,waterpurification,2,"Food, water, sheltering",Yelp
Water Tree Hwy 6 - Alkaline Water and Wellness Store,29.8680655,-95.6450085,waterpurification,2,"Food, water, sheltering",Yelp
Houston Water Solutions,29.85185,-95.53655,waterpurification,2,"Food, water, sheltering",Yelp
Quality Home Products of Texas,29.98375,-95.414658,waterpurification,2,"Food, water, sheltering",Yelp
Nuvia Water Technologies,29.72096,-95.55077,waterpurification,2,"Food, water, sheltering",Yelp
Environmental Protech,29.679111,-95.537162,waterpurification,2,"Food, water, sheltering",Yelp
Superior Water Quality,29.71742,-95.54244,waterpurification,2,"Food, water, sheltering",Yelp
Lone Star Water,29.81959,-95.57188,waterpurification,2,"Food, water, sheltering",Yelp
Clean Water Solutions,29.74722481,-95.45152283,waterpurification,2,"Food, water, sheltering",Yelp
Aqua General,29.6773564,-95.3998379,waterpurification,2,"Food, water, sheltering",Yelp
LifeSource Water Systems,29.76613998,-95.36488342,waterpurification,2,"Food, water, sheltering",Yelp
R & S Water Service,29.59906,-95.51845,waterpurification,2,"Food, water, sheltering",Yelp
All Around Plumbing,29.78373,-95.5781789,waterpurification,2,"Food, water, sheltering",Yelp
In the Loop Plumbing,29.759956,-95.362534,waterpurification,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.95560833,-95.51770667,waterpurification,2,"Food, water, sheltering",Yelp
#1 DR Clean Ice Machine Refrigeration,29.72496796,-95.38117981,waterpurification,2,"Food, water, sheltering",Yelp
Water Tree,29.70922905,-95.68606988,waterpurification,2,"Food, water, sheltering",Yelp
Dupure,29.93066267,-95.54876172,waterpurification,2,"Food, water, sheltering",Yelp
Aqua Systems of Houston,29.7604267,-95.3698028,waterpurification,2,"Food, water, sheltering",Yelp
Culligan,29.844051,-95.513334,waterpurification,2,"Food, water, sheltering",Yelp
Water Tree Hwy 6 - Alkaline Water and Wellness Store,29.8680655,-95.6450085,waterpurification,2,"Food, water, sheltering",Yelp
Houston Water Solutions,29.85185,-95.53655,waterpurification,2,"Food, water, sheltering",Yelp
Quality Home Products of Texas,29.98375,-95.414658,waterpurification,2,"Food, water, sheltering",Yelp
Nuvia Water Technologies,29.72096,-95.55077,waterpurification,2,"Food, water, sheltering",Yelp
Environmental Protech,29.679111,-95.537162,waterpurification,2,"Food, water, sheltering",Yelp
Superior Water Quality,29.71742,-95.54244,waterpurification,2,"Food, water, sheltering",Yelp
Lone Star Water,29.81959,-95.57188,waterpurification,2,"Food, water, sheltering",Yelp
Clean Water Solutions,29.74722481,-95.45152283,waterpurification,2,"Food, water, sheltering",Yelp
Aqua General,29.6773564,-95.3998379,waterpurification,2,"Food, water, sheltering",Yelp
LifeSource Water Systems,29.76613998,-95.36488342,waterpurification,2,"Food, water, sheltering",Yelp
R & S Water Service,29.59906,-95.51845,waterpurification,2,"Food, water, sheltering",Yelp
All Around Plumbing,29.78373,-95.5781789,waterpurification,2,"Food, water, sheltering",Yelp
In the Loop Plumbing,29.759956,-95.362534,waterpurification,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.95560833,-95.51770667,waterpurification,2,"Food, water, sheltering",Yelp
#1 DR Clean Ice Machine Refrigeration,29.72496796,-95.38117981,waterpurification,2,"Food, water, sheltering",Yelp
Water Tree,29.70922905,-95.68606988,waterpurification,2,"Food, water, sheltering",Yelp
Ecowater System,29.9335702,-95.5494424,waterpurification,2,"Food, water, sheltering",Yelp
Aqua Systems of Houston,29.7604267,-95.3698028,waterpurification,2,"Food, water, sheltering",Yelp
Culligan,29.844051,-95.513334,waterpurification,2,"Food, water, sheltering",Yelp
Water Tree Hwy 6 - Alkaline Water and Wellness Store,29.8680655,-95.6450085,waterpurification,2,"Food, water, sheltering",Yelp
Houston Water Solutions,29.85185,-95.53655,waterpurification,2,"Food, water, sheltering",Yelp
Quality Home Products of Texas,29.98375,-95.414658,waterpurification,2,"Food, water, sheltering",Yelp
Nuvia Water Technologies,29.72096,-95.55077,waterpurification,2,"Food, water, sheltering",Yelp
Environmental Protech,29.679111,-95.537162,waterpurification,2,"Food, water, sheltering",Yelp
Superior Water Quality,29.71742,-95.54244,waterpurification,2,"Food, water, sheltering",Yelp
Lone Star Water,29.81959,-95.57188,waterpurification,2,"Food, water, sheltering",Yelp
Clean Water Solutions,29.74722481,-95.45152283,waterpurification,2,"Food, water, sheltering",Yelp
Aqua General,29.6773564,-95.3998379,waterpurification,2,"Food, water, sheltering",Yelp
LifeSource Water Systems,29.76613998,-95.36488342,waterpurification,2,"Food, water, sheltering",Yelp
R & S Water Service,29.59906,-95.51845,waterpurification,2,"Food, water, sheltering",Yelp
All Around Plumbing,29.78373,-95.5781789,waterpurification,2,"Food, water, sheltering",Yelp
In the Loop Plumbing,29.759956,-95.362534,waterpurification,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.95560833,-95.51770667,waterpurification,2,"Food, water, sheltering",Yelp
#1 DR Clean Ice Machine Refrigeration,29.72496796,-95.38117981,waterpurification,2,"Food, water, sheltering",Yelp
Water Tree,29.70922905,-95.68606988,waterpurification,2,"Food, water, sheltering",Yelp
Ecowater System,29.9335702,-95.5494424,waterpurification,2,"Food, water, sheltering",Yelp
AMAC Water Products,29.87608,-95.581252,waterpurification,2,"Food, water, sheltering",Yelp
Culligan,29.844051,-95.513334,waterpurification,2,"Food, water, sheltering",Yelp
Water Tree Hwy 6 - Alkaline Water and Wellness Store,29.8680655,-95.6450085,waterpurification,2,"Food, water, sheltering",Yelp
Houston Water Solutions,29.85185,-95.53655,waterpurification,2,"Food, water, sheltering",Yelp
Quality Home Products of Texas,29.98375,-95.414658,waterpurification,2,"Food, water, sheltering",Yelp
Nuvia Water Technologies,29.72096,-95.55077,waterpurification,2,"Food, water, sheltering",Yelp
Environmental Protech,29.679111,-95.537162,waterpurification,2,"Food, water, sheltering",Yelp
Superior Water Quality,29.71742,-95.54244,waterpurification,2,"Food, water, sheltering",Yelp
Lone Star Water,29.81959,-95.57188,waterpurification,2,"Food, water, sheltering",Yelp
Clean Water Solutions,29.74722481,-95.45152283,waterpurification,2,"Food, water, sheltering",Yelp
Aqua General,29.6773564,-95.3998379,waterpurification,2,"Food, water, sheltering",Yelp
LifeSource Water Systems,29.76613998,-95.36488342,waterpurification,2,"Food, water, sheltering",Yelp
R & S Water Service,29.59906,-95.51845,waterpurification,2,"Food, water, sheltering",Yelp
All Around Plumbing,29.78373,-95.5781789,waterpurification,2,"Food, water, sheltering",Yelp
In the Loop Plumbing,29.759956,-95.362534,waterpurification,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.95560833,-95.51770667,waterpurification,2,"Food, water, sheltering",Yelp
#1 DR Clean Ice Machine Refrigeration,29.72496796,-95.38117981,waterpurification,2,"Food, water, sheltering",Yelp
Water Tree,29.70922905,-95.68606988,waterpurification,2,"Food, water, sheltering",Yelp
Ecowater System,29.9335702,-95.5494424,waterpurification,2,"Food, water, sheltering",Yelp
AMAC Water Products,29.87608,-95.581252,waterpurification,2,"Food, water, sheltering",Yelp
FloGuard Plumbing,29.91423607,-95.06715393,waterpurification,2,"Food, water, sheltering",Yelp
Tiff's Treats,29.7487839,-95.3789942,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Click Virtual Food Hall,29.7687956,-95.4107475,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Elite F'ing Meals,29.862276,-95.384209,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Paella Chef,29.810864,-95.4374295,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Farmhouse Delivery,29.75188637,-95.33709717,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Vital Kitchen,29.759956,-95.362534,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Bee Fit Foods,29.680624,-95.42374,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Rotizen,29.73871681,-95.3708743,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Herban Frequency,29.76146,-95.36212,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Promeals,29.76613998,-95.36488342,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Jolie Vue Farms,29.7232,-95.429737,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Dhaniya's,29.83457947,-95.41005707,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Truboy BBQ,29.77186,-95.41157,fooddeliveryservices,2,"Food, water, sheltering",Yelp
B's African Kitchen,29.76226656,-95.36172193,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Sheriff's Cuisine Houston,29.75329262,-95.37230741,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Angel Food Kitchen,29.83396,-95.4272,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Koba Sushi,29.70708749,-95.63581282,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Veganish,29.7604267,-95.3698028,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Epicurean Group,29.762441,-95.405185,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Kolache Kings,29.80212975,-95.48387909,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Click Virtual Food Hall,29.7687956,-95.4107475,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Elite F'ing Meals,29.862276,-95.384209,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Paella Chef,29.810864,-95.4374295,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Farmhouse Delivery,29.75188637,-95.33709717,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Vital Kitchen,29.759956,-95.362534,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Bee Fit Foods,29.680624,-95.42374,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Rotizen,29.73871681,-95.3708743,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Herban Frequency,29.76146,-95.36212,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Promeals,29.76613998,-95.36488342,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Jolie Vue Farms,29.7232,-95.429737,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Dhaniya's,29.83457947,-95.41005707,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Truboy BBQ,29.77186,-95.41157,fooddeliveryservices,2,"Food, water, sheltering",Yelp
B's African Kitchen,29.76226656,-95.36172193,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Sheriff's Cuisine Houston,29.75329262,-95.37230741,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Angel Food Kitchen,29.83396,-95.4272,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Koba Sushi,29.70708749,-95.63581282,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Veganish,29.7604267,-95.3698028,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Epicurean Group,29.762441,-95.405185,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Kolache Kings,29.80212975,-95.48387909,fooddeliveryservices,2,"Food, water, sheltering",Yelp
P.Za Kitchen,29.72027588,-95.42073822,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Elite F'ing Meals,29.862276,-95.384209,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Paella Chef,29.810864,-95.4374295,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Farmhouse Delivery,29.75188637,-95.33709717,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Vital Kitchen,29.759956,-95.362534,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Bee Fit Foods,29.680624,-95.42374,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Rotizen,29.73871681,-95.3708743,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Herban Frequency,29.76146,-95.36212,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Promeals,29.76613998,-95.36488342,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Jolie Vue Farms,29.7232,-95.429737,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Dhaniya's,29.83457947,-95.41005707,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Truboy BBQ,29.77186,-95.41157,fooddeliveryservices,2,"Food, water, sheltering",Yelp
B's African Kitchen,29.76226656,-95.36172193,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Sheriff's Cuisine Houston,29.75329262,-95.37230741,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Angel Food Kitchen,29.83396,-95.4272,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Koba Sushi,29.70708749,-95.63581282,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Veganish,29.7604267,-95.3698028,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Epicurean Group,29.762441,-95.405185,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Kolache Kings,29.80212975,-95.48387909,fooddeliveryservices,2,"Food, water, sheltering",Yelp
P.Za Kitchen,29.72027588,-95.42073822,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Eve's Organix,29.72509575,-95.36199188,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Paella Chef,29.810864,-95.4374295,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Farmhouse Delivery,29.75188637,-95.33709717,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Vital Kitchen,29.759956,-95.362534,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Bee Fit Foods,29.680624,-95.42374,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Rotizen,29.73871681,-95.3708743,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Herban Frequency,29.76146,-95.36212,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Promeals,29.76613998,-95.36488342,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Jolie Vue Farms,29.7232,-95.429737,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Dhaniya's,29.83457947,-95.41005707,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Truboy BBQ,29.77186,-95.41157,fooddeliveryservices,2,"Food, water, sheltering",Yelp
B's African Kitchen,29.76226656,-95.36172193,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Sheriff's Cuisine Houston,29.75329262,-95.37230741,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Angel Food Kitchen,29.83396,-95.4272,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Koba Sushi,29.70708749,-95.63581282,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Veganish,29.7604267,-95.3698028,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Epicurean Group,29.762441,-95.405185,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Kolache Kings,29.80212975,-95.48387909,fooddeliveryservices,2,"Food, water, sheltering",Yelp
P.Za Kitchen,29.72027588,-95.42073822,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Eve's Organix,29.72509575,-95.36199188,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Sir Lawrence's Cakes,29.82681465,-95.42551422,fooddeliveryservices,2,"Food, water, sheltering",Yelp
Evelyn Rubenstein JCC,29.674112,-95.483842,communitycenters,2,"Food, water, sheltering",Yelp
Chinatown,29.703532,-95.553521,communitycenters,2,"Food, water, sheltering",Yelp
Trini Mendenhall Community Center,29.795746,-95.48411,communitycenters,2,"Food, water, sheltering",Yelp
BakerRipley Leonel Castillo Community Center,29.778263,-95.367047,communitycenters,2,"Food, water, sheltering",Yelp
Finnigan Park,29.7700587,-95.31975724,communitycenters,2,"Food, water, sheltering",Yelp
Bayland Community Center,29.695145,-95.496176,communitycenters,2,"Food, water, sheltering",Yelp
Taipei Economic and Cultural Office in Houston,29.72017892,-95.54956891,communitycenters,2,"Food, water, sheltering",Yelp
White Oaks Conference Center,29.87378812,-95.47385383,communitycenters,2,"Food, water, sheltering",Yelp
Burnett Bayland Community Center,29.714713,-95.478195,communitycenters,2,"Food, water, sheltering",Yelp
Lansdale Community Center,29.699655,-95.5282167,communitycenters,2,"Food, water, sheltering",Yelp
Sunnyside Community Center & Park,29.66905182,-95.37225694,communitycenters,2,"Food, water, sheltering",Yelp
Richard & Meg Weekly Community Center,29.900124,-95.704184,communitycenters,2,"Food, water, sheltering",Yelp
Mercy Community Center - Masjid Al-Qur'an,29.7177468,-95.5004883,communitycenters,2,"Food, water, sheltering",Yelp
Ben A Reid Community Correctional Facility,29.81882,-95.2394599,communitycenters,2,"Food, water, sheltering",Yelp
Alpha Academy,29.5986,-95.4917,communitycenters,2,"Food, water, sheltering",Yelp
Jersey Village City Hall,29.88342697,-95.56868434,communitycenters,2,"Food, water, sheltering",Yelp
Telfair Community Assoc - Meeting Room,29.576049,-95.661512,communitycenters,2,"Food, water, sheltering",Yelp
Seabrook Community House,29.56372864,-95.02436789,communitycenters,2,"Food, water, sheltering",Yelp
Towne Lake Community Center,29.935954,-95.696827,communitycenters,2,"Food, water, sheltering",Yelp
Chinatown,29.703532,-95.553521,communitycenters,2,"Food, water, sheltering",Yelp
Trini Mendenhall Community Center,29.795746,-95.48411,communitycenters,2,"Food, water, sheltering",Yelp
BakerRipley Leonel Castillo Community Center,29.778263,-95.367047,communitycenters,2,"Food, water, sheltering",Yelp
Finnigan Park,29.7700587,-95.31975724,communitycenters,2,"Food, water, sheltering",Yelp
Bayland Community Center,29.695145,-95.496176,communitycenters,2,"Food, water, sheltering",Yelp
Taipei Economic and Cultural Office in Houston,29.72017892,-95.54956891,communitycenters,2,"Food, water, sheltering",Yelp
White Oaks Conference Center,29.87378812,-95.47385383,communitycenters,2,"Food, water, sheltering",Yelp
Burnett Bayland Community Center,29.714713,-95.478195,communitycenters,2,"Food, water, sheltering",Yelp
Lansdale Community Center,29.699655,-95.5282167,communitycenters,2,"Food, water, sheltering",Yelp
Sunnyside Community Center & Park,29.66905182,-95.37225694,communitycenters,2,"Food, water, sheltering",Yelp
Richard & Meg Weekly Community Center,29.900124,-95.704184,communitycenters,2,"Food, water, sheltering",Yelp
Mercy Community Center - Masjid Al-Qur'an,29.7177468,-95.5004883,communitycenters,2,"Food, water, sheltering",Yelp
Ben A Reid Community Correctional Facility,29.81882,-95.2394599,communitycenters,2,"Food, water, sheltering",Yelp
Alpha Academy,29.5986,-95.4917,communitycenters,2,"Food, water, sheltering",Yelp
Jersey Village City Hall,29.88342697,-95.56868434,communitycenters,2,"Food, water, sheltering",Yelp
Telfair Community Assoc - Meeting Room,29.576049,-95.661512,communitycenters,2,"Food, water, sheltering",Yelp
Seabrook Community House,29.56372864,-95.02436789,communitycenters,2,"Food, water, sheltering",Yelp
Towne Lake Community Center,29.935954,-95.696827,communitycenters,2,"Food, water, sheltering",Yelp
Trini Mendenhall Community Center,29.795746,-95.48411,communitycenters,2,"Food, water, sheltering",Yelp
BakerRipley Leonel Castillo Community Center,29.778263,-95.367047,communitycenters,2,"Food, water, sheltering",Yelp
Finnigan Park,29.7700587,-95.31975724,communitycenters,2,"Food, water, sheltering",Yelp
Bayland Community Center,29.695145,-95.496176,communitycenters,2,"Food, water, sheltering",Yelp
Taipei Economic and Cultural Office in Houston,29.72017892,-95.54956891,communitycenters,2,"Food, water, sheltering",Yelp
White Oaks Conference Center,29.87378812,-95.47385383,communitycenters,2,"Food, water, sheltering",Yelp
Burnett Bayland Community Center,29.714713,-95.478195,communitycenters,2,"Food, water, sheltering",Yelp
Lansdale Community Center,29.699655,-95.5282167,communitycenters,2,"Food, water, sheltering",Yelp
Sunnyside Community Center & Park,29.66905182,-95.37225694,communitycenters,2,"Food, water, sheltering",Yelp
Richard & Meg Weekly Community Center,29.900124,-95.704184,communitycenters,2,"Food, water, sheltering",Yelp
Mercy Community Center - Masjid Al-Qur'an,29.7177468,-95.5004883,communitycenters,2,"Food, water, sheltering",Yelp
Ben A Reid Community Correctional Facility,29.81882,-95.2394599,communitycenters,2,"Food, water, sheltering",Yelp
Alpha Academy,29.5986,-95.4917,communitycenters,2,"Food, water, sheltering",Yelp
Jersey Village City Hall,29.88342697,-95.56868434,communitycenters,2,"Food, water, sheltering",Yelp
Telfair Community Assoc - Meeting Room,29.576049,-95.661512,communitycenters,2,"Food, water, sheltering",Yelp
Seabrook Community House,29.56372864,-95.02436789,communitycenters,2,"Food, water, sheltering",Yelp
Towne Lake Community Center,29.935954,-95.696827,communitycenters,2,"Food, water, sheltering",Yelp
BakerRipley Leonel Castillo Community Center,29.778263,-95.367047,communitycenters,2,"Food, water, sheltering",Yelp
Finnigan Park,29.7700587,-95.31975724,communitycenters,2,"Food, water, sheltering",Yelp
Bayland Community Center,29.695145,-95.496176,communitycenters,2,"Food, water, sheltering",Yelp
Taipei Economic and Cultural Office in Houston,29.72017892,-95.54956891,communitycenters,2,"Food, water, sheltering",Yelp
White Oaks Conference Center,29.87378812,-95.47385383,communitycenters,2,"Food, water, sheltering",Yelp
Burnett Bayland Community Center,29.714713,-95.478195,communitycenters,2,"Food, water, sheltering",Yelp
Lansdale Community Center,29.699655,-95.5282167,communitycenters,2,"Food, water, sheltering",Yelp
Sunnyside Community Center & Park,29.66905182,-95.37225694,communitycenters,2,"Food, water, sheltering",Yelp
Richard & Meg Weekly Community Center,29.900124,-95.704184,communitycenters,2,"Food, water, sheltering",Yelp
Mercy Community Center - Masjid Al-Qur'an,29.7177468,-95.5004883,communitycenters,2,"Food, water, sheltering",Yelp
Ben A Reid Community Correctional Facility,29.81882,-95.2394599,communitycenters,2,"Food, water, sheltering",Yelp
Alpha Academy,29.5986,-95.4917,communitycenters,2,"Food, water, sheltering",Yelp
Jersey Village City Hall,29.88342697,-95.56868434,communitycenters,2,"Food, water, sheltering",Yelp
Telfair Community Assoc - Meeting Room,29.576049,-95.661512,communitycenters,2,"Food, water, sheltering",Yelp
Seabrook Community House,29.56372864,-95.02436789,communitycenters,2,"Food, water, sheltering",Yelp
Towne Lake Community Center,29.935954,-95.696827,communitycenters,2,"Food, water, sheltering",Yelp
Culligan,29.844051,-95.513334,waterdelivery,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.95560833,-95.51770667,waterdelivery,2,"Food, water, sheltering",Yelp
AMAC Water Products,29.87608,-95.581252,waterdelivery,2,"Food, water, sheltering",Yelp
Absolutely Alkaline H2O,29.6984215,-95.3864912,waterdelivery,2,"Food, water, sheltering",Yelp
ReadyRefresh,29.669086,-95.40486497,waterdelivery,2,"Food, water, sheltering",Yelp
Gladden Bottled Water Delivery - Houston,29.74722481,-95.45152283,waterdelivery,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.784917,-95.854094,waterdelivery,2,"Food, water, sheltering",Yelp
Water Tree Tsalach,30.069985,-95.469772,waterdelivery,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.95560833,-95.51770667,waterdelivery,2,"Food, water, sheltering",Yelp
AMAC Water Products,29.87608,-95.581252,waterdelivery,2,"Food, water, sheltering",Yelp
Absolutely Alkaline H2O,29.6984215,-95.3864912,waterdelivery,2,"Food, water, sheltering",Yelp
ReadyRefresh,29.669086,-95.40486497,waterdelivery,2,"Food, water, sheltering",Yelp
Gladden Bottled Water Delivery - Houston,29.74722481,-95.45152283,waterdelivery,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.784917,-95.854094,waterdelivery,2,"Food, water, sheltering",Yelp
Water Tree Tsalach,30.069985,-95.469772,waterdelivery,2,"Food, water, sheltering",Yelp
AMAC Water Products,29.87608,-95.581252,waterdelivery,2,"Food, water, sheltering",Yelp
Absolutely Alkaline H2O,29.6984215,-95.3864912,waterdelivery,2,"Food, water, sheltering",Yelp
ReadyRefresh,29.669086,-95.40486497,waterdelivery,2,"Food, water, sheltering",Yelp
Gladden Bottled Water Delivery - Houston,29.74722481,-95.45152283,waterdelivery,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.784917,-95.854094,waterdelivery,2,"Food, water, sheltering",Yelp
Water Tree Tsalach,30.069985,-95.469772,waterdelivery,2,"Food, water, sheltering",Yelp
Absolutely Alkaline H2O,29.6984215,-95.3864912,waterdelivery,2,"Food, water, sheltering",Yelp
ReadyRefresh,29.669086,-95.40486497,waterdelivery,2,"Food, water, sheltering",Yelp
Gladden Bottled Water Delivery - Houston,29.74722481,-95.45152283,waterdelivery,2,"Food, water, sheltering",Yelp
Sparkletts Water,29.784917,-95.854094,waterdelivery,2,"Food, water, sheltering",Yelp
Water Tree Tsalach,30.069985,-95.469772,waterdelivery,2,"Food, water, sheltering",Yelp
Water Tree Hwy 6 - Alkaline Water and Wellness Store,29.8680655,-95.6450085,waterstores,2,"Food, water, sheltering",Yelp
Water Tree Heights,29.77157,-95.39676,waterstores,2,"Food, water, sheltering",Yelp
Water Tree,29.70922905,-95.68606988,waterstores,2,"Food, water, sheltering",Yelp
Water Tree Mason,29.75527954,-95.75011444,waterstores,2,"Food, water, sheltering",Yelp
ReadyRefresh,29.669086,-95.40486497,waterstores,2,"Food, water, sheltering",Yelp
Water Tree,29.961946,-95.709734,waterstores,2,"Food, water, sheltering",Yelp
Water Tree Heights,29.77157,-95.39676,waterstores,2,"Food, water, sheltering",Yelp
